,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,284.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
1,fast.iamb,mi,0.05,256.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
2,fast.iamb,mi,0.1,256.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
3,fast.iamb,x2,0.01,298.0,22.0,63.0,0.36263020833333337,0.6101694915254237,0.3125,0.9140625,-2201.850619357149,-2452.1912653290447
4,fast.iamb,x2,0.05,256.0,22.0,63.0,0.36263020833333337,0.6101694915254237,0.3125,0.9140625,-2201.850619357149,-2452.1912653290447
5,fast.iamb,x2,0.1,256.0,22.0,63.0,0.36263020833333337,0.6101694915254237,0.3125,0.9140625,-2201.850619357149,-2452.1912653290447
6,iamb.fdr,mi,0.01,525.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
7,iamb.fdr,mi,0.05,525.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
8,iamb.fdr,mi,0.1,525.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
9,iamb.fdr,x2,0.01,615.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
10,iamb.fdr,x2,0.05,615.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
11,iamb.fdr,x2,0.1,615.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
12,gs,mi,0.01,371.0,20.0,70.0,0.42734374999999997,0.6372881355932203,0.37499999999999994,0.921875,-2188.8808526312678,-2434.53103587119
13,gs,mi,0.05,367.0,22.0,51.0,0.29570312499999996,0.5644067796610169,0.21428571428571425,0.9140625,-2654.414582845745,-2767.263864074459
14,gs,mi,0.1,367.0,22.0,51.0,0.29570312499999996,0.5644067796610169,0.21428571428571425,0.9140625,-2654.8326038647606,-2767.47826460902
15,gs,x2,0.01,383.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
16,gs,x2,0.05,397.0,20.0,76.0,0.45039062499999993,0.6601694915254238,0.4117647058823529,0.921875,-2033.1699459165916,-2321.805568007888
17,gs,x2,0.1,391.0,20.0,63.0,0.404296875,0.614406779661017,0.3333333333333333,0.921875,-2290.4634564927164,-2505.242306126954
18,iamb,mi,0.01,506.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
19,iamb,mi,0.05,520.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
20,iamb,mi,0.1,520.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
21,iamb,x2,0.01,548.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
22,iamb,x2,0.05,548.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
23,iamb,x2,0.1,548.0,20.0,82.0,0.47343750000000007,0.6830508474576271,0.4444444444444445,0.921875,-1903.2882081325836,-2234.801829246714
