,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1424.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-68380.74179445961,-69013.76210356505
1,h2pc,mi,0.01,bic,1424.0,14.0,44.0,0.6234375000000001,0.6957627118644067,0.5333333333333333,0.9453125,-68433.10938629475,-68791.24207372384
2,h2pc,mi,0.05,bde,1426.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-68380.74179445961,-69013.76210356505
3,h2pc,mi,0.05,bic,1426.0,14.0,44.0,0.6234375000000001,0.6957627118644067,0.5333333333333333,0.9453125,-68433.10938629475,-68791.24207372384
4,h2pc,mi,0.1,bde,1426.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-68380.74179445961,-69013.76210356505
5,h2pc,mi,0.1,bic,1426.0,14.0,44.0,0.6234375000000001,0.6957627118644067,0.5333333333333333,0.9453125,-68433.10938629475,-68791.24207372384
6,h2pc,x2,0.01,bde,1429.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
7,h2pc,x2,0.01,bic,1429.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
8,h2pc,x2,0.05,bde,1433.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
9,h2pc,x2,0.05,bic,1433.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
10,h2pc,x2,0.1,bde,1425.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
11,h2pc,x2,0.1,bic,1425.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
12,mmhc,mi,0.01,bde,838.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
13,mmhc,mi,0.01,bic,838.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
14,mmhc,mi,0.05,bde,866.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
15,mmhc,mi,0.05,bic,866.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
16,mmhc,mi,0.1,bde,866.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
17,mmhc,mi,0.1,bic,866.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
18,mmhc,x2,0.01,bde,789.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
19,mmhc,x2,0.01,bic,789.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
20,mmhc,x2,0.05,bde,801.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
21,mmhc,x2,0.05,bic,801.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
22,mmhc,x2,0.1,bde,826.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
23,mmhc,x2,0.1,bic,826.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-69060.70604395367,-69364.92499571125
