,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1529.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
1,h2pc,mi,0.01,bic,1529.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
2,h2pc,mi,0.05,bde,1641.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
3,h2pc,mi,0.05,bic,1641.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
4,h2pc,mi,0.1,bde,1670.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
5,h2pc,mi,0.1,bic,1670.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
6,h2pc,x2,0.01,bde,1682.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-5942.72022501554,-6239.342461281408
7,h2pc,x2,0.01,bic,1682.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-5942.72022501554,-6239.342461281408
8,h2pc,x2,0.05,bde,1852.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
9,h2pc,x2,0.05,bic,1852.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
10,h2pc,x2,0.1,bde,1873.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
11,h2pc,x2,0.1,bic,1873.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
12,mmhc,mi,0.01,bde,2294.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
13,mmhc,mi,0.01,bic,2294.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
14,mmhc,mi,0.05,bde,2455.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
15,mmhc,mi,0.05,bic,2455.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
16,mmhc,mi,0.1,bde,2532.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
17,mmhc,mi,0.1,bic,2532.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
18,mmhc,x2,0.01,bde,2308.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-5942.72022501554,-6239.342461281408
19,mmhc,x2,0.01,bic,2308.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-5942.72022501554,-6239.342461281408
20,mmhc,x2,0.05,bde,2459.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
21,mmhc,x2,0.05,bic,2459.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
22,mmhc,x2,0.1,bde,2539.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
23,mmhc,x2,0.1,bic,2539.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-5912.950400905325,-6230.80370647313
