,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1515.0,11.0,29.0,0.7464843750000001,0.725,0.6206896551724138,0.95703125,-137058.28942766096,-137572.20346287737
1,h2pc,mi,0.01,bic,1515.0,13.0,37.0,0.6678819444444444,0.6978813559322034,0.5517241379310346,0.94921875,-137133.2717639565,-137496.96684691784
2,h2pc,mi,0.05,bde,1523.0,11.0,29.0,0.7464843750000001,0.725,0.6206896551724138,0.95703125,-137058.28942766096,-137572.20346287737
3,h2pc,mi,0.05,bic,1523.0,13.0,37.0,0.6678819444444444,0.6978813559322034,0.5517241379310346,0.94921875,-137133.2717639565,-137496.96684691784
4,h2pc,mi,0.1,bde,1534.0,11.0,29.0,0.7464843750000001,0.725,0.6206896551724138,0.95703125,-137058.28942766096,-137572.20346287737
5,h2pc,mi,0.1,bic,1534.0,13.0,37.0,0.6678819444444444,0.6978813559322034,0.5517241379310346,0.94921875,-137133.2717639565,-137496.96684691784
6,h2pc,x2,0.01,bde,1531.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137824.48868759812,-138158.5206947204
7,h2pc,x2,0.01,bic,1531.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137824.48868759812,-138158.5206947204
8,h2pc,x2,0.05,bde,1537.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137824.48868759812,-138158.5206947204
9,h2pc,x2,0.05,bic,1537.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137824.48868759812,-138158.5206947204
10,h2pc,x2,0.1,bde,1550.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137824.48868759812,-138158.5206947204
11,h2pc,x2,0.1,bic,1550.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137824.48868759812,-138158.5206947204
12,mmhc,mi,0.01,bde,856.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-134585.75273826747,-135280.42140648802
13,mmhc,mi,0.01,bic,856.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-134585.75273826747,-135280.42140648802
14,mmhc,mi,0.05,bde,885.0,9.0,27.0,0.792578125,0.775,0.7096774193548387,0.96484375,-133838.9070434071,-134713.49753410395
15,mmhc,mi,0.05,bic,886.0,11.0,35.0,0.7240767045454546,0.7478813559322035,0.6451612903225806,0.95703125,-133921.31228016794,-134645.72445341715
16,mmhc,mi,0.1,bde,932.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-133100.28916113544,-134154.7399916755
17,mmhc,mi,0.1,bic,934.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133248.50777506406,-134002.5910624207
18,mmhc,x2,0.01,bde,854.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-133064.64463362194,-134119.13420737293
19,mmhc,x2,0.01,bic,854.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133223.29203926848,-133977.37619698665
20,mmhc,x2,0.05,bde,862.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-133064.64463362194,-134119.13420737293
21,mmhc,x2,0.05,bic,862.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133223.29203926848,-133977.37619698665
22,mmhc,x2,0.1,bde,900.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-133064.64463362194,-134119.13420737293
23,mmhc,x2,0.1,bic,900.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133223.29203926848,-133977.37619698665
