,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,579.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
1,h2pc,mi,0.01,bic,579.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
2,h2pc,mi,0.05,bde,684.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
3,h2pc,mi,0.05,bic,684.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
4,h2pc,mi,0.1,bde,735.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
5,h2pc,mi,0.1,bic,735.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
6,h2pc,x2,0.01,bde,505.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
7,h2pc,x2,0.01,bic,505.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
8,h2pc,x2,0.05,bde,545.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
9,h2pc,x2,0.05,bic,545.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
10,h2pc,x2,0.1,bde,576.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
11,h2pc,x2,0.1,bic,576.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
12,mmhc,mi,0.01,bde,671.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
13,mmhc,mi,0.01,bic,671.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
14,mmhc,mi,0.05,bde,683.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
15,mmhc,mi,0.05,bic,683.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
16,mmhc,mi,0.1,bde,690.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
17,mmhc,mi,0.1,bic,690.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
18,mmhc,x2,0.01,bde,653.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
19,mmhc,x2,0.01,bic,653.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
20,mmhc,x2,0.05,bde,655.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
21,mmhc,x2,0.05,bic,655.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
22,mmhc,x2,0.1,bde,669.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
23,mmhc,x2,0.1,bic,669.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-7052.592579455792,-7251.24142761202
