,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,465.0,17.0,21.0,0.6013392857142857,0.7809322033898306,0.5853658536585366,0.93359375,-6070.104516467731,-15898.256561710923
1,hc,bic,315.0,17.0,57.0,0.5311298076923077,0.6894067796610169,0.4848484848484849,0.93359375,-6495.3588947084445,-6791.730248640191
2,tabu,bde,731.0,17.0,21.0,0.6013392857142857,0.7809322033898306,0.5853658536585366,0.93359375,-6070.104516467731,-15898.256561710923
3,tabu,bic,654.0,20.0,64.0,0.45039062499999993,0.6601694915254238,0.4117647058823529,0.921875,-6456.4514770623755,-6784.992021496473
