,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,688.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
1,fast.iamb,mi,0.05,686.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
2,fast.iamb,mi,0.1,659.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
3,fast.iamb,x2,0.01,688.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
4,fast.iamb,x2,0.05,688.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
5,fast.iamb,x2,0.1,658.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
6,iamb.fdr,mi,0.01,867.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
7,iamb.fdr,mi,0.05,901.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
8,iamb.fdr,mi,0.1,901.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
9,iamb.fdr,x2,0.01,901.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
10,iamb.fdr,x2,0.05,901.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
11,iamb.fdr,x2,0.1,901.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
12,gs,mi,0.01,516.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
13,gs,mi,0.05,523.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
14,gs,mi,0.1,513.0,18.0,62.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-19714.55665571449,-20252.789923177803
15,gs,x2,0.01,516.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
16,gs,x2,0.05,516.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
17,gs,x2,0.1,512.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
18,iamb,mi,0.01,861.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
19,iamb,mi,0.05,876.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
20,iamb,mi,0.1,876.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
21,iamb,x2,0.01,861.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
22,iamb,x2,0.05,861.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
23,iamb,x2,0.1,861.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
24,inter.iamb,mi,0.01,866.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
25,inter.iamb,mi,0.05,882.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
26,inter.iamb,mi,0.1,882.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
27,inter.iamb,x2,0.01,866.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
28,inter.iamb,x2,0.05,866.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
29,inter.iamb,x2,0.1,866.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
30,pc.stable,mi,0.01,381.0,18.0,45.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17855.019019678733,-19028.53459228573
31,pc.stable,mi,0.05,388.0,18.0,45.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17855.019019678733,-19028.53459228573
32,pc.stable,mi,0.1,420.0,18.0,45.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17855.019019678733,-19028.53459228573
33,pc.stable,x2,0.01,364.0,18.0,45.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17855.019019678733,-19028.53459228573
34,pc.stable,x2,0.05,368.0,18.0,45.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17855.019019678733,-19028.53459228573
35,pc.stable,x2,0.1,393.0,18.0,45.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17855.019019678733,-19028.53459228573
36,fci,G2,0.01,498.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
37,fci,G2,0.05,499.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
38,fci,G2,0.1,515.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-17247.509026484888,-17852.88152991253
