,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,2108.0,36.0,16.0,0.6250901442307691,0.8378048780487805,0.608695652173913,0.96484375,-45464.4840403373,-165348.32701906218
1,hc,bic,1767.0,39.0,118.0,0.4813062263257576,0.704369918699187,0.4657534246575342,0.9619140625,-47997.9356668926,-49765.689814288795
2,tabu,bde,2667.0,36.0,16.0,0.6250901442307691,0.8378048780487805,0.608695652173913,0.96484375,-45464.4840403373,-165348.32701906218
3,tabu,bic,2371.0,39.0,118.0,0.4813062263257576,0.704369918699187,0.4657534246575342,0.9619140625,-47997.9356668926,-49765.689814288795
