,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
1,rsmax2,fast.iamb,mi,0.01,hc,bic,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,592.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,592.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
4,rsmax2,fast.iamb,mi,0.05,hc,bde,584.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
5,rsmax2,fast.iamb,mi,0.05,hc,bic,584.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,604.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,604.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
8,rsmax2,fast.iamb,mi,0.1,hc,bde,592.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
9,rsmax2,fast.iamb,mi,0.1,hc,bic,592.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,612.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,612.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
12,rsmax2,fast.iamb,x2,0.01,hc,bde,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
13,rsmax2,fast.iamb,x2,0.01,hc,bic,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
14,rsmax2,fast.iamb,x2,0.01,tabu,bde,592.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
15,rsmax2,fast.iamb,x2,0.01,tabu,bic,592.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
16,rsmax2,fast.iamb,x2,0.05,hc,bde,582.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
17,rsmax2,fast.iamb,x2,0.05,hc,bic,582.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
18,rsmax2,fast.iamb,x2,0.05,tabu,bde,602.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
19,rsmax2,fast.iamb,x2,0.05,tabu,bic,602.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
20,rsmax2,fast.iamb,x2,0.1,hc,bde,590.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
21,rsmax2,fast.iamb,x2,0.1,hc,bic,590.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
22,rsmax2,fast.iamb,x2,0.1,tabu,bde,610.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
23,rsmax2,fast.iamb,x2,0.1,tabu,bic,610.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
24,rsmax2,gs,mi,0.01,hc,bde,400.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
25,rsmax2,gs,mi,0.01,hc,bic,400.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
26,rsmax2,gs,mi,0.01,tabu,bde,420.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
27,rsmax2,gs,mi,0.01,tabu,bic,420.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
28,rsmax2,gs,mi,0.05,hc,bde,425.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
29,rsmax2,gs,mi,0.05,hc,bic,425.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
30,rsmax2,gs,mi,0.05,tabu,bde,445.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
31,rsmax2,gs,mi,0.05,tabu,bic,445.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-673509.4648755462,-673909.5383175834
