,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
1,rsmax2,fast.iamb,mi,0.01,hc,bic,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
4,rsmax2,fast.iamb,mi,0.05,hc,bde,147.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
5,rsmax2,fast.iamb,mi,0.05,hc,bic,147.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,167.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,167.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
8,rsmax2,fast.iamb,mi,0.1,hc,bde,147.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
9,rsmax2,fast.iamb,mi,0.1,hc,bic,147.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,167.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,167.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
12,rsmax2,fast.iamb,x2,0.01,hc,bde,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
13,rsmax2,fast.iamb,x2,0.01,hc,bic,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
14,rsmax2,fast.iamb,x2,0.01,tabu,bde,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
15,rsmax2,fast.iamb,x2,0.01,tabu,bic,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
16,rsmax2,fast.iamb,x2,0.05,hc,bde,144.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
17,rsmax2,fast.iamb,x2,0.05,hc,bic,144.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
18,rsmax2,fast.iamb,x2,0.05,tabu,bde,164.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
19,rsmax2,fast.iamb,x2,0.05,tabu,bic,164.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
20,rsmax2,fast.iamb,x2,0.1,hc,bde,147.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
21,rsmax2,fast.iamb,x2,0.1,hc,bic,147.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
22,rsmax2,fast.iamb,x2,0.1,tabu,bde,167.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
23,rsmax2,fast.iamb,x2,0.1,tabu,bic,167.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
24,rsmax2,gs,mi,0.01,hc,bde,100.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
25,rsmax2,gs,mi,0.01,hc,bic,100.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
26,rsmax2,gs,mi,0.01,tabu,bde,120.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
27,rsmax2,gs,mi,0.01,tabu,bic,120.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
28,rsmax2,gs,mi,0.05,hc,bde,103.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
29,rsmax2,gs,mi,0.05,hc,bic,103.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
30,rsmax2,gs,mi,0.05,tabu,bde,123.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
31,rsmax2,gs,mi,0.05,tabu,bic,123.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
32,rsmax2,gs,mi,0.1,hc,bde,101.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
33,rsmax2,gs,mi,0.1,hc,bic,101.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
34,rsmax2,gs,mi,0.1,tabu,bde,121.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
35,rsmax2,gs,mi,0.1,tabu,bic,121.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
36,rsmax2,gs,x2,0.01,hc,bde,100.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
37,rsmax2,gs,x2,0.01,hc,bic,100.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
38,rsmax2,gs,x2,0.01,tabu,bde,120.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
39,rsmax2,gs,x2,0.01,tabu,bic,120.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
40,rsmax2,gs,x2,0.05,hc,bde,104.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
41,rsmax2,gs,x2,0.05,hc,bic,104.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
42,rsmax2,gs,x2,0.05,tabu,bde,124.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-67474.3119335487,-67640.06937194873
