,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,84.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-2877.784254885036,-4467.33883750734
1,hc,bic,70.0,4.0,8.0,0.6822916666666666,0.8160919540229885,0.6666666666666666,0.9375,-2991.1273847795146,-3132.545353042434
2,tabu,bde,207.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-2877.784254885036,-4467.33883750734
3,tabu,bic,204.0,4.0,8.0,0.6822916666666666,0.8160919540229885,0.6666666666666666,0.9375,-2991.1273847795146,-3132.545353042434
