,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
1,h2pc,mi,0.01,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
2,h2pc,mi,0.05,bde,109.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
3,h2pc,mi,0.05,bic,109.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
4,h2pc,mi,0.1,bde,109.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
5,h2pc,mi,0.1,bic,109.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
6,h2pc,x2,0.01,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
7,h2pc,x2,0.01,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
8,h2pc,x2,0.05,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
9,h2pc,x2,0.05,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
10,h2pc,x2,0.1,bde,117.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
11,h2pc,x2,0.1,bic,117.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
12,mmhc,mi,0.01,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
13,mmhc,mi,0.01,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
14,mmhc,mi,0.05,bde,168.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
15,mmhc,mi,0.05,bic,168.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
16,mmhc,mi,0.1,bde,168.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
17,mmhc,mi,0.1,bic,168.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
18,mmhc,x2,0.01,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
19,mmhc,x2,0.01,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
20,mmhc,x2,0.05,bde,160.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
21,mmhc,x2,0.05,bic,160.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
22,mmhc,x2,0.1,bde,184.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
23,mmhc,x2,0.1,bic,184.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-3463.5006051121236,-3565.5523841077406
