,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,4923.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
1,h2pc,mi,0.01,bic,4923.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
2,h2pc,mi,0.05,bde,5039.0,23.0,59.0,0.7237304687499999,0.7125,0.5964912280701754,0.9775390625,-274869.9930747257,-275717.76966825785
3,h2pc,mi,0.05,bic,5039.0,25.0,67.0,0.6823069852941177,0.6994918699186992,0.5614035087719298,0.9755859375,-274916.06158932176,-275613.71282848454
4,h2pc,mi,0.1,bde,5068.0,22.0,58.0,0.7357421875000001,0.725,0.6206896551724138,0.978515625,-274159.62883241853,-275187.28273834975
5,h2pc,mi,0.1,bic,5068.0,26.0,74.0,0.6561631944444444,0.6989837398373983,0.5517241379310346,0.974609375,-274278.4336895523,-275005.829083634
6,h2pc,x2,0.01,bde,4950.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
7,h2pc,x2,0.01,bic,4950.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
8,h2pc,x2,0.05,bde,5148.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
9,h2pc,x2,0.05,bic,5148.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
10,h2pc,x2,0.1,bde,5146.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
11,h2pc,x2,0.1,bic,5146.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-275584.23603937187,-276252.18348296126
12,mmhc,mi,0.01,bde,2750.0,19.0,55.0,0.77177734375,0.7625,0.6885245901639345,0.9814453125,-268455.15216631413,-270024.3070491662
13,mmhc,mi,0.01,bic,2750.0,21.0,63.0,0.7359561011904762,0.7494918699186992,0.6557377049180327,0.9794921875,-268524.2537171789,-269943.2541967596
14,mmhc,mi,0.05,bde,2860.0,17.0,53.0,0.79580078125,0.7875,0.7301587301587301,0.9833984375,-267018.42341133417,-268947.35679083026
15,mmhc,mi,0.05,bic,2862.0,23.0,77.0,0.6945482336956521,0.7484756097560975,0.634920634920635,0.9775390625,-267232.2786204987,-268710.75757385464
16,mmhc,mi,0.1,bde,2961.0,18.0,54.0,0.7837890625,0.775,0.7096774193548387,0.982421875,-267739.9698756058,-269488.9958372417
17,mmhc,mi,0.1,bic,2963.0,22.0,70.0,0.7143110795454546,0.7489837398373983,0.6451612903225806,0.978515625,-267884.7235339056,-269333.44947267266
18,mmhc,x2,0.01,bde,2742.0,16.0,52.0,0.8078125,0.8,0.7499999999999999,0.984375,-266266.97794469626,-268375.78611724486
19,mmhc,x2,0.01,bic,2742.0,24.0,84.0,0.6764322916666667,0.7479674796747967,0.625,0.9765625,-266558.3295907612,-268066.5127959187
20,mmhc,x2,0.05,bde,2831.0,19.0,55.0,0.77177734375,0.7625,0.6885245901639345,0.9814453125,-269299.30652157794,-270867.9521417472
21,mmhc,x2,0.05,bic,2831.0,23.0,71.0,0.7001348586309524,0.7364837398373983,0.6229508196721311,0.9775390625,-269418.1113787117,-270686.49848703155
22,mmhc,x2,0.1,bde,2928.0,19.0,55.0,0.77177734375,0.7625,0.6885245901639345,0.9814453125,-269299.30652157794,-270867.9521417472
23,mmhc,x2,0.1,bic,2928.0,23.0,71.0,0.7001348586309524,0.7364837398373983,0.6229508196721311,0.9775390625,-269418.1113787117,-270686.49848703155
