,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,84.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-111040.33664479783,-113611.46829749721
1,hc,bic,70.0,0.0,0.0,1.0,1.0,1.0,1.0,-111049.49591323851,-111709.99868741028
2,tabu,bde,207.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-111040.33664479783,-113611.46829749721
3,tabu,bic,199.0,0.0,0.0,1.0,1.0,1.0,1.0,-111049.49591323851,-111709.99868741028
