,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
1,h2pc,mi,0.01,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
2,h2pc,mi,0.05,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
3,h2pc,mi,0.05,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
4,h2pc,mi,0.1,bde,96.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
5,h2pc,mi,0.1,bic,96.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
6,h2pc,x2,0.01,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
7,h2pc,x2,0.01,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
8,h2pc,x2,0.05,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
9,h2pc,x2,0.05,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
10,h2pc,x2,0.1,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
11,h2pc,x2,0.1,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
12,mmhc,mi,0.01,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
13,mmhc,mi,0.01,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
14,mmhc,mi,0.05,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
15,mmhc,mi,0.05,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
16,mmhc,mi,0.1,bde,160.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
17,mmhc,mi,0.1,bic,160.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
18,mmhc,x2,0.01,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
19,mmhc,x2,0.01,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
20,mmhc,x2,0.05,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
21,mmhc,x2,0.05,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
22,mmhc,x2,0.1,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
23,mmhc,x2,0.1,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-1431.6999257539412,-1514.4651374146483
