,Accuracy,Algorithm,BDeu,BIC,Duration,F1,PR AUC,ROC AUC,SHD,SID
0,0.9814814814814815,<cdt.causality.graph.PC.PC object at 0x7fdf92b39110>,-1873.791555608201,-1941.1860385287505,1.7525742053985596,0.4,0.4228395061728395,0.6635220125786163,6.0,12.0
