,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,480.0,20.0,43.0,0.542578125,0.7516949152542373,0.5238095238095238,0.921875,-2613.8764627105074,-10706.56558187241
1,hc,bic,285.0,15.0,44.0,0.5870738636363636,0.6936440677966101,0.5161290322580645,0.94140625,-2770.1488426337187,-2974.023250177211
2,tabu,bde,752.0,20.0,43.0,0.542578125,0.7516949152542373,0.5238095238095238,0.921875,-2613.8764627105074,-10706.56558187241
3,tabu,bic,566.0,15.0,44.0,0.5870738636363636,0.6936440677966101,0.5161290322580645,0.94140625,-2770.1488426337187,-2974.023250177211
