,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,84.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-55582.75102564704,-57969.436963882064
1,hc,bic,70.0,0.0,0.0,1.0,1.0,1.0,1.0,-55591.077830259834,-56201.05161246263
2,tabu,bde,207.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-55582.75102564704,-57969.436963882064
3,tabu,bic,194.0,0.0,0.0,1.0,1.0,1.0,1.0,-55591.077830259834,-56201.05161246263
