,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,84.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-1211.7826728437726,-2557.5330911631977
1,hc,bic,70.0,4.0,8.0,0.6822916666666666,0.8160919540229885,0.6666666666666666,0.9375,-1264.973966755446,-1378.7611299358716
2,tabu,bde,207.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-1211.7826728437726,-2557.5330911631977
3,tabu,bic,204.0,4.0,8.0,0.6822916666666666,0.8160919540229885,0.6666666666666666,0.9375,-1264.973966755446,-1378.7611299358716
