,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1064.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
1,h2pc,mi,0.01,bic,1064.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
2,h2pc,mi,0.05,bde,1068.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
3,h2pc,mi,0.05,bic,1068.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
4,h2pc,mi,0.1,bde,1074.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
5,h2pc,mi,0.1,bic,1074.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
6,h2pc,x2,0.01,bde,1062.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
7,h2pc,x2,0.01,bic,1062.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
8,h2pc,x2,0.05,bde,1068.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
9,h2pc,x2,0.05,bic,1068.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
10,h2pc,x2,0.1,bde,1072.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
11,h2pc,x2,0.1,bic,1072.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-777913.2507556699,-778363.386492803
12,mmhc,mi,0.01,bde,826.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
13,mmhc,mi,0.01,bic,826.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
14,mmhc,mi,0.05,bde,834.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
15,mmhc,mi,0.05,bic,834.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
16,mmhc,mi,0.1,bde,850.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
17,mmhc,mi,0.1,bic,850.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
18,mmhc,x2,0.01,bde,822.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
19,mmhc,x2,0.01,bic,822.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
20,mmhc,x2,0.05,bde,834.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
21,mmhc,x2,0.05,bic,834.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
22,mmhc,x2,0.1,bde,846.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
23,mmhc,x2,0.1,bic,846.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-752732.164795423,-753831.5126443174
