,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,330.0,14.0,35.0,0.6266741071428572,0.7415254237288136,0.588235294117647,0.9453125,-1391.2583375541938,-2595.4396149963072
1,hc,bic,270.0,14.0,38.0,0.6234375000000001,0.6957627118644067,0.5333333333333333,0.9453125,-1420.3900081271963,-1544.9989529308484
2,tabu,bde,612.0,14.0,35.0,0.6266741071428572,0.7415254237288136,0.588235294117647,0.9453125,-1391.2583375541938,-2595.4396149963072
3,tabu,bic,551.0,14.0,38.0,0.6234375000000001,0.6957627118644067,0.5333333333333333,0.9453125,-1420.3900081271963,-1544.9989529308484
