,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,340.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
1,fast.iamb,mi,0.05,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
2,fast.iamb,mi,0.1,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
3,fast.iamb,x2,0.01,340.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
4,fast.iamb,x2,0.05,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
5,fast.iamb,x2,0.1,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
6,iamb.fdr,mi,0.01,680.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
7,iamb.fdr,mi,0.05,680.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
8,iamb.fdr,mi,0.1,680.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
9,iamb.fdr,x2,0.01,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
10,iamb.fdr,x2,0.05,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
11,iamb.fdr,x2,0.1,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
12,gs,mi,0.01,484.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2204.5296042272203,-2504.818039591092
13,gs,mi,0.05,466.0,22.0,50.0,0.3375220458553792,0.6241830065359476,0.31250000000000006,0.9320987654320988,-2979.6428827763166,-3156.098472554477
14,gs,mi,0.1,463.0,22.0,46.0,0.2993827160493827,0.5980392156862746,0.26666666666666666,0.9320987654320988,-3232.9252476306474,-3366.6864427340556
15,gs,x2,0.01,487.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-2056.0270704246755,-2398.9709669369377
16,gs,x2,0.05,476.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2204.5296042272203,-2504.818039591092
17,gs,x2,0.1,469.0,18.0,51.0,0.43518518518518523,0.6568627450980391,0.4,0.9444444444444444,-2327.3364817750335,-2584.534758110569
18,iamb,mi,0.01,674.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
19,iamb,mi,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
20,iamb,mi,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
21,iamb,x2,0.01,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
22,iamb,x2,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
23,iamb,x2,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
24,inter.iamb,mi,0.01,674.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
25,inter.iamb,mi,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
26,inter.iamb,mi,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
27,inter.iamb,x2,0.01,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
28,inter.iamb,x2,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
29,inter.iamb,x2,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
30,pc.stable,mi,0.01,365.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
31,pc.stable,mi,0.05,397.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
32,pc.stable,mi,0.1,400.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
33,pc.stable,x2,0.01,364.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
34,pc.stable,x2,0.05,383.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
35,pc.stable,x2,0.1,396.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1908.9216367729496,-2294.4507792894783
36,fci,G2,0.01,337.0,18.0,36.0,0.5277777777777778,0.5,0.0,0.9444444444444444,-4737.183163009494,-4722.410134346242
37,fci,G2,0.05,345.0,18.0,36.0,0.5277777777777778,0.5,0.0,0.9444444444444444,-4737.183163009494,-4722.410134346242
38,fci,G2,0.1,347.0,18.0,36.0,0.5277777777777778,0.5,0.0,0.9444444444444444,-4737.183163009494,-4722.410134346242
