,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
1,rsmax2,fast.iamb,mi,0.01,hc,bic,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
4,rsmax2,fast.iamb,mi,0.05,hc,bde,141.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
5,rsmax2,fast.iamb,mi,0.05,hc,bic,141.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,161.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,161.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
8,rsmax2,fast.iamb,mi,0.1,hc,bde,144.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
9,rsmax2,fast.iamb,mi,0.1,hc,bic,144.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,164.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,164.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
12,rsmax2,fast.iamb,x2,0.01,hc,bde,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
13,rsmax2,fast.iamb,x2,0.01,hc,bic,142.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
14,rsmax2,fast.iamb,x2,0.01,tabu,bde,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
15,rsmax2,fast.iamb,x2,0.01,tabu,bic,162.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
16,rsmax2,fast.iamb,x2,0.05,hc,bde,141.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
17,rsmax2,fast.iamb,x2,0.05,hc,bic,141.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
18,rsmax2,fast.iamb,x2,0.05,tabu,bde,161.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
19,rsmax2,fast.iamb,x2,0.05,tabu,bic,161.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-337065.94231819763,-337265.95037864265
