,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,84.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-55581.486732621204,-57968.17291199666
1,hc,bic,70.0,0.0,0.0,1.0,1.0,1.0,1.0,-55589.81345095658,-56199.78756057723
2,tabu,bde,207.0,2.0,0.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-55581.486732621204,-57968.17291199666
3,tabu,bic,199.0,0.0,0.0,1.0,1.0,1.0,1.0,-55589.81345095658,-56199.78756057723
