,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,360.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-111168.49893666283,-115941.87022197794
1,hc,bic,300.0,0.0,0.0,1.0,1.0,1.0,1.0,-111185.15267067401,-112405.0995191391
2,tabu,bde,631.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-111168.49893666283,-115941.87022197794
3,tabu,bic,571.0,0.0,0.0,1.0,1.0,1.0,1.0,-111185.15267067401,-112405.0995191391
