,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,1643.0,33.0,73.0,0.562795928030303,0.7433943089430894,0.5479452054794521,0.9677734375,-2791.5611150849513,-8206.384328754626
1,hc,bic,1116.0,32.0,91.0,0.5376953124999999,0.6719512195121952,0.4666666666666667,0.96875,-2920.702126379636,-3189.915595736143
2,tabu,bde,2239.0,33.0,73.0,0.562795928030303,0.7433943089430894,0.5479452054794521,0.9677734375,-2791.5611150849513,-8206.384328754626
3,tabu,bic,1702.0,32.0,91.0,0.5376953124999999,0.6719512195121952,0.4666666666666667,0.96875,-2920.702126379636,-3189.915595736143
