"","X.1.1.","X.1.2.","X.2.1.","X.2.2.","X..1.1..","X..1.2..","X..2.1..","X..2.2..","X.fci.","X70","X.G2.","X0.1"
"1",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"2",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"3",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"4",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"5",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"6",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"7",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
"8",0,0,0,0,0,0,0,0,"fci",70,"G2",0.1
