,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,372.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
1,fast.iamb,mi,0.05,356.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
2,fast.iamb,mi,0.1,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
3,fast.iamb,x2,0.01,370.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
4,fast.iamb,x2,0.05,338.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
5,fast.iamb,x2,0.1,338.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
6,fci,G2,0.01,154.0,20.0,36.0,0.027777777777777776,0.49673202614379086,0.0,0.9382716049382716,-2437.8383655908265,-2412.499246896608
7,fci,G2,0.05,154.0,20.0,36.0,0.027777777777777776,0.49673202614379086,0.0,0.9382716049382716,-2437.8383655908265,-2412.499246896608
8,fci,G2,0.1,155.0,22.0,36.0,0.027777777777777776,0.4934640522875817,0.0,0.9320987654320988,-2477.7424457876223,-2437.2204384049724
9,iamb.fdr,mi,0.01,663.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
10,iamb.fdr,mi,0.05,663.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
11,iamb.fdr,mi,0.1,663.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
12,iamb.fdr,x2,0.01,663.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
13,iamb.fdr,x2,0.05,663.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
14,iamb.fdr,x2,0.1,663.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
15,gs,mi,0.01,471.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-1135.0593034072642,-1418.8950509539761
16,gs,mi,0.05,473.0,18.0,57.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1239.7396969434749,-1488.254086349675
17,gs,mi,0.1,459.0,20.0,47.0,0.3672839506172839,0.6274509803921567,0.33333333333333337,0.9382716049382716,-1386.8112673419666,-1550.2304271871822
18,gs,x2,0.01,482.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
19,gs,x2,0.05,493.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
20,gs,x2,0.1,482.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-1148.1878367090032,-1432.1254739057943
21,iamb,mi,0.01,642.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
22,iamb,mi,0.05,642.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
23,iamb,mi,0.1,642.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1091.1672658010802,-1410.2966355817032
24,iamb,x2,0.01,642.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-1198.3347560027762,-1447.5517849108455
25,iamb,x2,0.05,658.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-1148.1878367090032,-1432.1254739057943
26,iamb,x2,0.1,658.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-1148.1878367090032,-1432.1254739057943
