,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,2534.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
1,fast.iamb,mi,0.05,2483.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
2,fast.iamb,mi,0.1,2494.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
3,fast.iamb,x2,0.01,2403.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
4,fast.iamb,x2,0.05,2389.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
5,fast.iamb,x2,0.1,2366.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
6,iamb.fdr,mi,0.01,3472.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
7,iamb.fdr,mi,0.05,3472.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
8,iamb.fdr,mi,0.1,3472.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
9,iamb.fdr,x2,0.01,3472.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
10,iamb.fdr,x2,0.05,3472.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
11,iamb.fdr,x2,0.1,3472.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
12,gs,mi,0.01,1722.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
13,gs,mi,0.05,1797.0,40.0,150.0,0.43769531249999993,0.6678861788617886,0.4117647058823529,0.9609375,-359036.1032513531,-360324.56078583724
14,gs,mi,0.1,1713.0,40.0,133.0,0.40166015625,0.631910569105691,0.3548387096774194,0.9609375,-413418.7574152878,-414431.03873901366
15,gs,x2,0.01,1722.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
16,gs,x2,0.05,1755.0,42.0,152.0,0.4210286458333333,0.666869918699187,0.4,0.958984375,-376514.7881685219,-377786.8106381576
17,gs,x2,0.1,1749.0,40.0,146.0,0.42568359375000003,0.6558943089430894,0.393939393939394,0.9609375,-390679.21767099766,-391876.3582105448
18,iamb,mi,0.01,3360.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
19,iamb,mi,0.05,3360.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
20,iamb,mi,0.1,3360.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
21,iamb,x2,0.01,3360.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
22,iamb,x2,0.05,3360.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
23,iamb,x2,0.1,3360.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
24,inter.iamb,mi,0.01,3392.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
25,inter.iamb,mi,0.05,3392.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
26,inter.iamb,mi,0.1,3392.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
27,inter.iamb,x2,0.01,3392.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
28,inter.iamb,x2,0.05,3392.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
29,inter.iamb,x2,0.1,3392.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
30,pc.stable,mi,0.01,1428.0,32.0,88.0,0.6078125,0.7918699186991871,0.6,0.96875,-349147.4893428707,-361500.8199888051
31,pc.stable,mi,0.05,1524.0,32.0,88.0,0.6078125,0.7918699186991871,0.6,0.96875,-349147.4893428707,-361500.8199888051
32,pc.stable,mi,0.1,1740.0,32.0,88.0,0.6078125,0.7918699186991871,0.6,0.96875,-349147.4893428707,-361500.8199888051
33,pc.stable,x2,0.01,1419.0,32.0,88.0,0.6078125,0.7918699186991871,0.6,0.96875,-349147.4893428707,-361500.8199888051
34,pc.stable,x2,0.05,1532.0,32.0,88.0,0.6078125,0.7918699186991871,0.6,0.96875,-349147.4893428707,-361500.8199888051
35,pc.stable,x2,0.1,1724.0,32.0,88.0,0.6078125,0.7918699186991871,0.6,0.96875,-349147.4893428707,-361500.8199888051
36,fci,G2,0.01,1810.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
37,fci,G2,0.05,1838.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
38,fci,G2,0.1,1931.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-341719.03468405467,-343193.14758492575
