,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,405.0,15.0,15.0,0.6314144736842104,0.7851694915254237,0.6153846153846154,0.94140625,-1440.8606879810336,-8543.634217424917
1,hc,bic,255.0,15.0,39.0,0.5892795138888889,0.6707627118644068,0.48275862068965514,0.94140625,-1517.907567817407,-1655.1279038239213
2,tabu,bde,788.0,22.0,32.0,0.47148437499999996,0.7016949152542372,0.45,0.9140625,-1438.4321891245324,-8559.735527223987
3,tabu,bic,523.0,15.0,39.0,0.5892795138888889,0.6707627118644068,0.48275862068965514,0.94140625,-1517.907567817407,-1655.1279038239213
