,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,2069.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
1,fast.iamb,mi,0.05,2101.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
2,fast.iamb,mi,0.1,2148.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
3,fast.iamb,x2,0.01,2167.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
4,fast.iamb,x2,0.05,2168.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
5,fast.iamb,x2,0.1,2220.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
6,iamb.fdr,mi,0.01,3224.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
7,iamb.fdr,mi,0.05,3224.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
8,iamb.fdr,mi,0.1,3224.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
9,iamb.fdr,x2,0.01,3100.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
10,iamb.fdr,x2,0.05,3100.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
11,iamb.fdr,x2,0.1,3100.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
12,gs,mi,0.01,1725.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
13,gs,mi,0.05,1767.0,40.0,150.0,0.43769531249999993,0.6678861788617886,0.4117647058823529,0.9609375,-90353.22808469077,-91434.17980414449
14,gs,mi,0.1,1817.0,42.0,132.0,0.3808268229166667,0.6308943089430894,0.34374999999999994,0.958984375,-102651.54782386101,-103483.06233015948
15,gs,x2,0.01,1710.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
16,gs,x2,0.05,1798.0,40.0,157.0,0.44970703125,0.6798780487804877,0.42857142857142855,0.9609375,-88055.79425651587,-89214.45228009463
17,gs,x2,0.1,1863.0,42.0,139.0,0.3944411057692308,0.6428861788617886,0.3636363636363637,0.958984375,-100354.1139956861,-101263.33480610965
18,iamb,mi,0.01,3132.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
19,iamb,mi,0.05,3132.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
20,iamb,mi,0.1,3132.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
21,iamb,x2,0.01,3049.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
22,iamb,x2,0.05,3106.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
23,iamb,x2,0.1,3135.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
24,inter.iamb,mi,0.01,3152.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
25,inter.iamb,mi,0.05,3152.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
26,inter.iamb,mi,0.1,3152.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
27,inter.iamb,x2,0.01,3062.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
28,inter.iamb,x2,0.05,3122.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
29,inter.iamb,x2,0.1,3152.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
30,pc.stable,mi,0.01,1330.0,40.0,132.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-87872.03276144154,-89966.7348310833
31,pc.stable,mi,0.05,1429.0,40.0,132.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-87872.03276144154,-89966.7348310833
32,pc.stable,mi,0.1,1556.0,40.0,132.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-87872.03276144154,-89966.7348310833
33,pc.stable,x2,0.01,1330.0,40.0,132.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-87872.03276144154,-89966.7348310833
34,pc.stable,x2,0.05,1419.0,40.0,132.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-87872.03276144154,-89966.7348310833
35,pc.stable,x2,0.1,1542.0,40.0,132.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-87872.03276144154,-89966.7348310833
36,fci,G2,0.01,1792.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
37,fci,G2,0.05,1807.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
38,fci,G2,0.1,1854.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-85832.29461990258,-87068.85193189536
