,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,1204.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
1,fast.iamb,mi,0.05,1084.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
2,fast.iamb,mi,0.1,1054.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
3,fast.iamb,x2,0.01,1263.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
4,fast.iamb,x2,0.05,1113.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
5,fast.iamb,x2,0.1,1053.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
6,fci,G2,0.01,501.0,42.0,88.0,0.01953125,0.49898373983739835,0.0,0.958984375,-4008.2512545320465,-3973.452527792362
7,fci,G2,0.05,516.0,40.0,88.0,0.51953125,0.5,0.0,0.9609375,-3979.4519625407015,-3955.793801234126
8,fci,G2,0.1,531.0,42.0,88.0,0.01953125,0.49898373983739835,0.0,0.958984375,-4021.6344984960556,-3982.3805655051337
9,iamb.fdr,mi,0.01,2046.0,40.0,157.0,0.44970703125,0.6798780487804877,0.42857142857142855,0.9609375,-2108.8479366387805,-2575.7737476053076
10,iamb.fdr,mi,0.05,2046.0,40.0,157.0,0.44970703125,0.6798780487804877,0.42857142857142855,0.9609375,-2108.8479366387805,-2575.7737476053076
11,iamb.fdr,mi,0.1,2046.0,40.0,157.0,0.44970703125,0.6798780487804877,0.42857142857142855,0.9609375,-2108.8479366387805,-2575.7737476053076
12,iamb.fdr,x2,0.01,2046.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
13,iamb.fdr,x2,0.05,2077.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
14,iamb.fdr,x2,0.1,2077.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
15,gs,mi,0.01,1514.0,40.0,151.0,0.43769531249999993,0.6678861788617886,0.4117647058823529,0.9609375,-2189.3770145027543,-2621.406385882574
16,gs,mi,0.05,1406.0,40.0,110.0,0.35361328124999997,0.5839430894308943,0.25925925925925924,0.9609375,-2683.9225334625617,-2899.8523226192424
17,gs,mi,0.1,1324.0,40.0,92.0,0.31757812500000004,0.5479674796747969,0.16666666666666669,0.9609375,-2884.496764129474,-3024.270480262
18,gs,x2,0.01,1522.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
19,gs,x2,0.05,1491.0,42.0,132.0,0.3808268229166667,0.6308943089430894,0.34374999999999994,0.958984375,-2412.6970342035074,-2744.7053074701007
20,gs,x2,0.1,1433.0,40.0,115.0,0.36562500000000003,0.5959349593495935,0.28571428571428575,0.9609375,-2583.264910766814,-2844.9079341722004
21,iamb,mi,0.01,2072.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
22,iamb,mi,0.05,2072.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
23,iamb,mi,0.1,2072.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
24,iamb,x2,0.01,2072.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
25,iamb,x2,0.05,2102.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
26,iamb,x2,0.1,2102.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
27,inter.iamb,mi,0.01,2072.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
28,inter.iamb,mi,0.05,2072.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
29,inter.iamb,mi,0.1,2072.0,40.0,164.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-2101.6163070695125,-2584.4452711904337
30,inter.iamb,x2,0.01,2072.0,40.0,138.0,0.41367187499999997,0.6439024390243903,0.37499999999999994,0.9609375,-2238.910912502381,-2620.4335755464836
