,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,743.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
1,h2pc,mi,0.01,bic,743.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
2,h2pc,mi,0.05,bde,760.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
3,h2pc,mi,0.05,bic,760.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
4,h2pc,mi,0.1,bde,769.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
5,h2pc,mi,0.1,bic,769.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
6,h2pc,x2,0.01,bde,673.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
7,h2pc,x2,0.01,bic,673.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
8,h2pc,x2,0.05,bde,728.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
9,h2pc,x2,0.05,bic,728.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
10,h2pc,x2,0.1,bde,767.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
11,h2pc,x2,0.1,bic,767.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
12,mmhc,mi,0.01,bde,777.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
13,mmhc,mi,0.01,bic,777.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
14,mmhc,mi,0.05,bde,801.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
15,mmhc,mi,0.05,bic,801.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
16,mmhc,mi,0.1,bde,825.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
17,mmhc,mi,0.1,bic,825.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
18,mmhc,x2,0.01,bde,770.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
19,mmhc,x2,0.01,bic,770.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
20,mmhc,x2,0.05,bde,788.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
21,mmhc,x2,0.05,bic,788.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
22,mmhc,x2,0.1,bde,819.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
23,mmhc,x2,0.1,bic,819.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-8021.686066450357,-8250.492365954817
