,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,360.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-111166.55157845671,-115939.92345745655
1,hc,bic,300.0,0.0,0.0,1.0,1.0,1.0,1.0,-111183.20466958107,-112403.15275461771
2,tabu,bde,631.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-111166.55157845671,-115939.92345745655
3,tabu,bic,571.0,0.0,0.0,1.0,1.0,1.0,1.0,-111183.20466958107,-112403.15275461771
