,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,1736.0,32.0,28.0,0.6078125,0.7918699186991871,0.6,0.96875,-12179.07114092645,-31767.69720875846
1,hc,bic,1302.0,34.0,114.0,0.5194110576923077,0.6949186991869919,0.4848484848484849,0.966796875,-13012.517512901362,-13589.25332636527
2,tabu,bde,2295.0,32.0,28.0,0.6078125,0.7918699186991871,0.6,0.96875,-12179.07114092645,-31767.69720875846
3,tabu,bic,2054.0,39.0,128.0,0.44695457175925923,0.6683943089430895,0.417910447761194,0.9619140625,-12980.853341663847,-13586.319099304768
