"","X.1.1.","X.1.2.","X.2.1.","X.2.2.","X..1.1..","X..1.2..","X..2.1..","X..2.2..","X.fci.","X80","X.G2.","X0.01"
"1",0,0,0,0,1,0,0,0,"fci",80,"G2",0.01
"2",0,0,0,0,0,1,0,0,"fci",80,"G2",0.01
"3",0,0,0,0,0,0,1,0,"fci",80,"G2",0.01
"4",0,0,0,0,0,0,0,1,"fci",80,"G2",0.01
"5",1,0,0,0,0,0,0,0,"fci",80,"G2",0.01
"6",0,1,0,0,0,0,0,0,"fci",80,"G2",0.01
"7",0,0,1,0,0,0,0,0,"fci",80,"G2",0.01
"8",0,0,0,1,0,0,0,0,"fci",80,"G2",0.01
