,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,510.0,18.0,8.0,0.6309495192307691,0.8245762711864407,0.608695652173913,0.9296875,-11630.121272121823,-66066.04830095627
1,hc,bic,330.0,18.0,64.0,0.5091517857142857,0.6872881355932203,0.47058823529411764,0.9296875,-12684.72295472041,-13046.278717756044
2,tabu,bde,773.0,18.0,8.0,0.6309495192307691,0.8245762711864407,0.608695652173913,0.9296875,-11630.121272121823,-66066.04830095627
3,tabu,bic,1064.0,16.0,58.0,0.58203125,0.7372881355932203,0.5555555555555556,0.9375,-12423.629656287278,-12999.988691457333
