,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,757.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
1,h2pc,mi,0.01,bic,757.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
2,h2pc,mi,0.05,bde,791.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
3,h2pc,mi,0.05,bic,791.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
4,h2pc,mi,0.1,bde,799.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
5,h2pc,mi,0.1,bic,799.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
6,h2pc,x2,0.01,bde,655.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
7,h2pc,x2,0.01,bic,655.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
8,h2pc,x2,0.05,bde,697.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
9,h2pc,x2,0.05,bic,697.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
10,h2pc,x2,0.1,bde,753.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
11,h2pc,x2,0.1,bic,753.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
12,mmhc,mi,0.01,bde,708.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
13,mmhc,mi,0.01,bic,708.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
14,mmhc,mi,0.05,bde,733.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
15,mmhc,mi,0.05,bic,733.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
16,mmhc,mi,0.1,bde,757.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
17,mmhc,mi,0.1,bic,757.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
18,mmhc,x2,0.01,bde,683.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
19,mmhc,x2,0.01,bic,683.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
20,mmhc,x2,0.05,bde,716.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
21,mmhc,x2,0.05,bic,716.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
22,mmhc,x2,0.1,bde,759.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
23,mmhc,x2,0.1,bic,759.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13991.745548523779,-14227.730607234053
