,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,1755.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
1,rsmax2,fast.iamb,mi,0.01,hc,bic,1755.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,1775.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,1775.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
4,rsmax2,fast.iamb,mi,0.05,hc,bde,1761.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
5,rsmax2,fast.iamb,mi,0.05,hc,bic,1761.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,1781.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,1781.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
8,rsmax2,fast.iamb,mi,0.1,hc,bde,1700.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
9,rsmax2,fast.iamb,mi,0.1,hc,bic,1700.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,1720.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,1720.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
12,rsmax2,fast.iamb,x2,0.01,hc,bde,1724.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-28092.900815932022,-28564.09627618835
