,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
1,h2pc,mi,0.01,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
2,h2pc,mi,0.05,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
3,h2pc,mi,0.05,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
4,h2pc,mi,0.1,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
5,h2pc,mi,0.1,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
6,h2pc,x2,0.01,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
7,h2pc,x2,0.01,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
8,h2pc,x2,0.05,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
9,h2pc,x2,0.05,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
10,h2pc,x2,0.1,bde,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
11,h2pc,x2,0.1,bic,98.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
12,mmhc,mi,0.01,bde,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
13,mmhc,mi,0.01,bic,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
14,mmhc,mi,0.05,bde,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
15,mmhc,mi,0.05,bic,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
16,mmhc,mi,0.1,bde,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
17,mmhc,mi,0.1,bic,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
18,mmhc,x2,0.01,bde,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
19,mmhc,x2,0.01,bic,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
20,mmhc,x2,0.05,bde,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
21,mmhc,x2,0.05,bic,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
22,mmhc,x2,0.1,bde,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
23,mmhc,x2,0.1,bic,148.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-33822.14595290151,-33973.12367643185
