,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,2626.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
1,h2pc,mi,0.01,bic,2626.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
2,h2pc,mi,0.05,bde,2777.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
3,h2pc,mi,0.05,bic,2777.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
4,h2pc,mi,0.1,bde,2808.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
5,h2pc,mi,0.1,bic,2808.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
6,h2pc,x2,0.01,bde,2505.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
7,h2pc,x2,0.01,bic,2505.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
8,h2pc,x2,0.05,bde,2676.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
9,h2pc,x2,0.05,bic,2676.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
10,h2pc,x2,0.1,bde,2765.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
11,h2pc,x2,0.1,bic,2765.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
12,mmhc,mi,0.01,bde,2457.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
13,mmhc,mi,0.01,bic,2457.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
14,mmhc,mi,0.05,bde,2537.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
15,mmhc,mi,0.05,bic,2537.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
16,mmhc,mi,0.1,bde,2629.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
17,mmhc,mi,0.1,bic,2629.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
18,mmhc,x2,0.01,bde,2412.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
19,mmhc,x2,0.01,bic,2412.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
20,mmhc,x2,0.05,bde,2467.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
21,mmhc,x2,0.05,bic,2467.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
22,mmhc,x2,0.1,bde,2599.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
23,mmhc,x2,0.1,bic,2599.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27983.830267835838,-28456.811245229397
