,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,2661.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
1,h2pc,mi,0.01,bic,2661.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
2,h2pc,mi,0.05,bde,2735.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
3,h2pc,mi,0.05,bic,2735.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
4,h2pc,mi,0.1,bde,2746.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
5,h2pc,mi,0.1,bic,2746.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
6,h2pc,x2,0.01,bde,2365.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
7,h2pc,x2,0.01,bic,2365.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
8,h2pc,x2,0.05,bde,2572.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
9,h2pc,x2,0.05,bic,2572.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
10,h2pc,x2,0.1,bde,2633.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
11,h2pc,x2,0.1,bic,2633.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
12,mmhc,mi,0.01,bde,2473.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
13,mmhc,mi,0.01,bic,2473.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
14,mmhc,mi,0.05,bde,2554.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
15,mmhc,mi,0.05,bic,2554.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
16,mmhc,mi,0.1,bde,2628.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
17,mmhc,mi,0.1,bic,2628.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
18,mmhc,x2,0.01,bde,2420.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
19,mmhc,x2,0.01,bic,2420.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
20,mmhc,x2,0.05,bde,2532.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
21,mmhc,x2,0.05,bic,2532.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
22,mmhc,x2,0.1,bde,2582.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
23,mmhc,x2,0.1,bic,2582.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-27977.19011687909,-28449.029231234916
