,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,1736.0,32.0,28.0,0.6078125,0.7918699186991871,0.6,0.96875,-12217.275333158821,-31861.110036039943
1,hc,bic,1302.0,34.0,114.0,0.5194110576923077,0.6949186991869919,0.4848484848484849,0.966796875,-13077.543446904765,-13668.608325328863
2,tabu,bde,2295.0,32.0,28.0,0.6078125,0.7918699186991871,0.6,0.96875,-12217.275333158821,-31861.110036039943
3,tabu,bic,1995.0,37.0,121.0,0.4774848090277778,0.6814024390243902,0.44776119402985076,0.9638671875,-13043.172190491096,-13661.680866679724
