,Algorithm,Duration,SHD,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,<cdt.causality.graph.GES.GES object at 0x000002328AB680D0>,0.977607250213623,8.0,0.4609375,0.7068965517241379,0.42857142857142855,0.875,-768.0236662115341,-1189.4401846526102
