,Algorithm,Duration,SHD,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,<cdt.causality.graph.GES.GES object at 0x000002328AB680D0>,0.9855754375457764,2.0,0.875,0.9827586206896552,0.8571428571428571,0.96875,-415.3539384584868,-690.6389086383222
