,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,134.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
1,fast.iamb,mi,0.05,136.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
2,fast.iamb,mi,0.1,136.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
3,fast.iamb,x2,0.01,134.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
4,fast.iamb,x2,0.05,136.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
5,fast.iamb,x2,0.1,136.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
6,iamb.fdr,mi,0.01,140.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
7,iamb.fdr,mi,0.05,140.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
8,iamb.fdr,mi,0.1,140.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
9,iamb.fdr,x2,0.01,140.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
10,iamb.fdr,x2,0.05,140.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
11,iamb.fdr,x2,0.1,140.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
12,gs,mi,0.01,92.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
13,gs,mi,0.05,92.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
14,gs,mi,0.1,92.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
15,gs,x2,0.01,92.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
16,gs,x2,0.05,92.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
17,gs,x2,0.1,92.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
18,iamb,mi,0.01,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
19,iamb,mi,0.05,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
20,iamb,mi,0.1,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
21,iamb,x2,0.01,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
22,iamb,x2,0.05,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
23,iamb,x2,0.1,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
24,inter.iamb,mi,0.01,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
25,inter.iamb,mi,0.05,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
26,inter.iamb,mi,0.1,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
27,inter.iamb,x2,0.01,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
28,inter.iamb,x2,0.05,128.0,6.0,18.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-13463.868519271227,-13773.837796115971
