,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,360.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-22416.996084716095,-26333.836708262028
1,hc,bic,300.0,0.0,0.0,1.0,1.0,1.0,1.0,-22429.772210467483,-23415.09016379787
2,tabu,bde,631.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-22416.996084716095,-26333.836708262028
3,tabu,bic,571.0,0.0,0.0,1.0,1.0,1.0,1.0,-22429.772210467483,-23415.09016379787
