,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,510.0,13.0,14.0,0.6583820662768031,0.8218954248366013,0.6486486486486486,0.9598765432098766,-1577.5222816014116,-6255.592930126114
1,hc,bic,357.0,12.0,30.0,0.6388888888888888,0.7450980392156863,0.6,0.9629629629629629,-1642.3810095555946,-1827.0032713439937
2,tabu,bde,821.0,13.0,14.0,0.6583820662768031,0.8218954248366013,0.6486486486486486,0.9598765432098766,-1577.5222816014116,-6255.592930126114
3,tabu,bic,678.0,12.0,30.0,0.6388888888888888,0.7450980392156863,0.6,0.9629629629629629,-1642.3810095555946,-1827.0032713439937
