,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,4721.0,21.0,57.0,0.74775390625,0.7375,0.6440677966101694,0.9794921875,-137175.9814769519,-138277.19567912217
1,h2pc,mi,0.01,bic,4721.0,27.0,81.0,0.6327713815789473,0.6984756097560976,0.5423728813559322,0.9736328125,-137258.50125367084,-137947.2717723039
2,h2pc,mi,0.05,bde,4763.0,21.0,57.0,0.74775390625,0.7375,0.6440677966101694,0.9794921875,-137175.9814769519,-138277.19567912217
3,h2pc,mi,0.05,bic,4763.0,27.0,81.0,0.6327713815789473,0.6984756097560976,0.5423728813559322,0.9736328125,-137258.50125367084,-137947.2717723039
4,h2pc,mi,0.1,bde,4788.0,21.0,57.0,0.74775390625,0.7375,0.6440677966101694,0.9794921875,-137175.9814769519,-138277.19567912217
5,h2pc,mi,0.1,bic,4788.0,27.0,81.0,0.6327713815789473,0.6984756097560976,0.5423728813559322,0.9736328125,-137258.50125367084,-137947.2717723039
6,h2pc,x2,0.01,bde,4489.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
7,h2pc,x2,0.01,bic,4489.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
8,h2pc,x2,0.05,bde,4791.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
9,h2pc,x2,0.05,bic,4791.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
10,h2pc,x2,0.1,bde,4800.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
11,h2pc,x2,0.1,bic,4800.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
12,mmhc,mi,0.01,bde,2763.0,23.0,59.0,0.7237304687499999,0.7125,0.5964912280701754,0.9775390625,-137356.50936927416,-138129.39302867695
13,mmhc,mi,0.01,bic,2763.0,25.0,66.0,0.6823069852941177,0.6994918699186992,0.5614035087719298,0.9755859375,-137453.1624538003,-138087.04365861096
14,mmhc,mi,0.05,bde,2911.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
15,mmhc,mi,0.05,bic,2911.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
16,mmhc,mi,0.1,bde,3005.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
17,mmhc,mi,0.1,bic,3005.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
18,mmhc,x2,0.01,bde,2634.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
19,mmhc,x2,0.01,bic,2634.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
20,mmhc,x2,0.05,bde,2777.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
21,mmhc,x2,0.05,bic,2777.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
22,mmhc,x2,0.1,bde,2910.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
23,mmhc,x2,0.1,bic,2910.0,24.0,60.0,0.71171875,0.7,0.5714285714285715,0.9765625,-138220.34018204393,-138828.3180080095
