,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,2108.0,36.0,16.0,0.6250901442307691,0.8378048780487805,0.608695652173913,0.96484375,-45458.60310337214,-165342.44598773294
1,hc,bic,1736.0,40.0,120.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-48142.06808251553,-49709.366355212245
2,tabu,bde,2667.0,36.0,16.0,0.6250901442307691,0.8378048780487805,0.608695652173913,0.96484375,-45458.60310337214,-165342.44598773294
3,tabu,bic,2340.0,40.0,120.0,0.46171875000000007,0.691869918699187,0.4444444444444445,0.9609375,-48142.06808251553,-49709.366355212245
