,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1321.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
1,h2pc,mi,0.01,bic,1321.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
2,h2pc,mi,0.05,bde,1392.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
3,h2pc,mi,0.05,bic,1392.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
4,h2pc,mi,0.1,bde,1450.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
5,h2pc,mi,0.1,bic,1450.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
6,h2pc,x2,0.01,bde,1256.0,29.0,63.0,0.6252103365384616,0.6494918699186992,0.4528301886792453,0.9716796875,-3121.081982735139,-3310.0470770058173
7,h2pc,x2,0.01,bic,1255.0,28.0,64.0,0.6636718749999999,0.65,0.4615384615384615,0.97265625,-3127.4590652852303,-3301.289107950549
8,h2pc,x2,0.05,bde,1348.0,29.0,63.0,0.6252103365384616,0.6494918699186992,0.4528301886792453,0.9716796875,-3121.081982735139,-3310.0470770058173
9,h2pc,x2,0.05,bic,1347.0,28.0,64.0,0.6636718749999999,0.65,0.4615384615384615,0.97265625,-3127.4590652852303,-3301.289107950549
10,h2pc,x2,0.1,bde,1412.0,29.0,63.0,0.6252103365384616,0.6494918699186992,0.4528301886792453,0.9716796875,-3121.081982735139,-3310.0470770058173
11,h2pc,x2,0.1,bic,1411.0,28.0,64.0,0.6636718749999999,0.65,0.4615384615384615,0.97265625,-3127.4590652852303,-3301.289107950549
12,mmhc,mi,0.01,bde,2186.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
13,mmhc,mi,0.01,bic,2186.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
14,mmhc,mi,0.05,bde,2354.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
15,mmhc,mi,0.05,bic,2354.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
16,mmhc,mi,0.1,bde,2486.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
17,mmhc,mi,0.1,bic,2486.0,25.0,61.0,0.69970703125,0.6875,0.5454545454545454,0.9755859375,-3071.961851116122,-3283.3527190429368
18,mmhc,x2,0.01,bde,2174.0,29.0,63.0,0.6252103365384616,0.6494918699186992,0.4528301886792453,0.9716796875,-3121.081982735139,-3310.0470770058173
19,mmhc,x2,0.01,bic,2173.0,28.0,64.0,0.6636718749999999,0.65,0.4615384615384615,0.97265625,-3127.4590652852303,-3301.289107950549
20,mmhc,x2,0.05,bde,2254.0,29.0,63.0,0.6252103365384616,0.6494918699186992,0.4528301886792453,0.9716796875,-3121.081982735139,-3310.0470770058173
21,mmhc,x2,0.05,bic,2253.0,28.0,64.0,0.6636718749999999,0.65,0.4615384615384615,0.97265625,-3127.4590652852303,-3301.289107950549
22,mmhc,x2,0.1,bde,2402.0,29.0,63.0,0.6252103365384616,0.6494918699186992,0.4528301886792453,0.9716796875,-3121.081982735139,-3310.0470770058173
23,mmhc,x2,0.1,bic,2401.0,28.0,64.0,0.6636718749999999,0.65,0.4615384615384615,0.97265625,-3127.4590652852303,-3301.289107950549
