,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,360.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-554802.3629943995,-560432.2754554825
1,hc,bic,300.0,0.0,0.0,1.0,1.0,1.0,1.0,-554822.8816294286,-556277.4805942692
2,tabu,bde,631.0,4.0,0.0,0.875,0.9918032786885246,0.8571428571428571,0.984375,-554802.3629943995,-560432.2754554825
3,tabu,bic,571.0,0.0,0.0,1.0,1.0,1.0,1.0,-554822.8816294286,-556277.4805942692
