,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1507.0,11.0,29.0,0.7464843750000001,0.725,0.6206896551724138,0.95703125,-136830.1749210273,-137344.5751954337
1,h2pc,mi,0.01,bic,1507.0,13.0,37.0,0.6678819444444444,0.6978813559322034,0.5517241379310346,0.94921875,-136881.82581656086,-137246.0752960291
2,h2pc,mi,0.05,bde,1686.0,11.0,29.0,0.7464843750000001,0.725,0.6206896551724138,0.95703125,-136830.1749210273,-137344.5751954337
3,h2pc,mi,0.05,bic,1686.0,13.0,37.0,0.6678819444444444,0.6978813559322034,0.5517241379310346,0.94921875,-136881.82581656086,-137246.0752960291
4,h2pc,mi,0.1,bde,1693.0,11.0,29.0,0.7464843750000001,0.725,0.6206896551724138,0.95703125,-136830.1749210273,-137344.5751954337
5,h2pc,mi,0.1,bic,1693.0,13.0,37.0,0.6678819444444444,0.6978813559322034,0.5517241379310346,0.94921875,-136881.82581656086,-137246.0752960291
6,h2pc,x2,0.01,bde,1539.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137560.54709577863,-137895.09397590932
7,h2pc,x2,0.01,bic,1539.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137560.54709577863,-137895.09397590932
8,h2pc,x2,0.05,bde,1731.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137560.54709577863,-137895.09397590932
9,h2pc,x2,0.05,bic,1731.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137560.54709577863,-137895.09397590932
10,h2pc,x2,0.1,bde,1750.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137560.54709577863,-137895.09397590932
11,h2pc,x2,0.1,bic,1750.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-137560.54709577863,-137895.09397590932
12,mmhc,mi,0.01,bde,869.0,9.0,27.0,0.792578125,0.775,0.7096774193548387,0.96484375,-133588.5019618982,-134463.64293640957
13,mmhc,mi,0.01,bic,870.0,11.0,35.0,0.7240767045454546,0.7478813559322035,0.6451612903225806,0.95703125,-133675.8160766728,-134400.7626624629
14,mmhc,mi,0.05,bde,934.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-132886.0718657861,-133941.17497986567
15,mmhc,mi,0.05,bic,936.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133056.17796729747,-133810.9997369989
16,mmhc,mi,0.1,bde,952.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-132886.0718657861,-133941.17497986567
17,mmhc,mi,0.1,bic,954.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133056.17796729747,-133810.9997369989
18,mmhc,x2,0.01,bde,854.0,8.0,26.0,0.815625,0.8,0.7499999999999999,0.96875,-132965.0482738124,-134020.05264040412
19,mmhc,x2,0.01,bic,854.0,12.0,42.0,0.6861979166666667,0.7457627118644068,0.625,0.953125,-133066.96852029007,-133821.7881154597
20,mmhc,x2,0.05,bde,898.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-134352.2493493454,-135047.49278656053
21,mmhc,x2,0.05,bic,898.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-134352.2493493454,-135047.49278656053
22,mmhc,x2,0.1,bde,920.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-134352.2493493454,-135047.49278656053
23,mmhc,x2,0.1,bic,920.0,10.0,28.0,0.76953125,0.75,0.6666666666666666,0.9609375,-134352.2493493454,-135047.49278656053
