,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,312.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
1,fast.iamb,mi,0.05,298.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
2,fast.iamb,mi,0.1,270.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
3,fast.iamb,x2,0.01,312.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
4,fast.iamb,x2,0.05,298.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
5,fast.iamb,x2,0.1,298.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
6,fci,G2,0.01,120.0,12.0,20.0,0.5234375,0.5,0.0,0.953125,-2260.854389624165,-2245.3701257904777
7,fci,G2,0.05,120.0,12.0,20.0,0.5234375,0.5,0.0,0.953125,-2260.854389624165,-2245.3701257904777
8,fci,G2,0.1,120.0,12.0,20.0,0.5234375,0.5,0.0,0.953125,-2260.854389624165,-2245.3701257904777
9,iamb.fdr,mi,0.01,540.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
10,iamb.fdr,mi,0.05,540.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
11,iamb.fdr,mi,0.1,540.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
12,iamb.fdr,x2,0.01,540.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
13,iamb.fdr,x2,0.05,540.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
14,iamb.fdr,x2,0.1,540.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
15,gs,mi,0.01,374.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
16,gs,mi,0.05,385.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
17,gs,mi,0.1,407.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
18,gs,x2,0.01,374.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
19,gs,x2,0.05,385.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
20,gs,x2,0.1,385.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
21,iamb,mi,0.01,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
22,iamb,mi,0.05,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
23,iamb,mi,0.1,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
24,iamb,x2,0.01,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
25,iamb,x2,0.05,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
26,iamb,x2,0.1,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
27,inter.iamb,mi,0.01,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
28,inter.iamb,mi,0.05,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
29,inter.iamb,mi,0.1,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
30,inter.iamb,x2,0.01,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
31,inter.iamb,x2,0.05,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
32,inter.iamb,x2,0.1,520.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
33,pc.stable,mi,0.01,260.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
34,pc.stable,mi,0.05,263.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
35,pc.stable,mi,0.1,269.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
36,pc.stable,x2,0.01,260.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
37,pc.stable,x2,0.05,263.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
38,pc.stable,x2,0.1,263.0,12.0,36.0,0.5911458333333334,0.8169398907103824,0.5714285714285715,0.953125,-730.276080363672,-1018.7346044128033
