,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,372.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
1,fast.iamb,mi,0.05,340.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
2,fast.iamb,mi,0.1,340.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
3,fast.iamb,x2,0.01,356.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-2076.6948289247193,-2417.6177779011987
4,fast.iamb,x2,0.05,340.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-2076.6948289247193,-2417.6177779011987
5,fast.iamb,x2,0.1,340.0,18.0,61.0,0.4876543209876543,0.7091503267973855,0.47058823529411764,0.9444444444444444,-2076.6948289247193,-2417.6177779011987
6,iamb.fdr,mi,0.01,697.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
7,iamb.fdr,mi,0.05,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
8,iamb.fdr,mi,0.1,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
9,iamb.fdr,x2,0.01,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
10,iamb.fdr,x2,0.05,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1962.5107951111413,-2345.8420608758365
