,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,736.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
1,h2pc,mi,0.01,bic,736.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
2,h2pc,mi,0.05,bde,760.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
3,h2pc,mi,0.05,bic,760.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
4,h2pc,mi,0.1,bde,764.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
5,h2pc,mi,0.1,bic,764.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
6,h2pc,x2,0.01,bde,676.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
7,h2pc,x2,0.01,bic,676.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
8,h2pc,x2,0.05,bde,725.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
9,h2pc,x2,0.05,bic,725.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
10,h2pc,x2,0.1,bde,727.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
11,h2pc,x2,0.1,bic,727.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
12,mmhc,mi,0.01,bde,708.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
13,mmhc,mi,0.01,bic,708.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
14,mmhc,mi,0.05,bde,721.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
15,mmhc,mi,0.05,bic,721.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
16,mmhc,mi,0.1,bde,733.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
17,mmhc,mi,0.1,bic,733.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
18,mmhc,x2,0.01,bde,702.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
19,mmhc,x2,0.01,bic,702.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
20,mmhc,x2,0.05,bde,713.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
21,mmhc,x2,0.05,bic,713.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
22,mmhc,x2,0.1,bde,717.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
23,mmhc,x2,0.1,bic,717.0,12.0,30.0,0.7234375,0.7,0.5714285714285715,0.953125,-13973.381174571965,-14210.220343288416
