,Algorithm,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,hc,bde,561.0,12.0,3.0,0.7337962962962963,0.9019607843137255,0.7142857142857143,0.9629629629629629,-25365.615738552806,-42699.52367743898
1,hc,bic,510.0,15.0,27.0,0.5638888888888889,0.7401960784313725,0.5454545454545454,0.9537037037037037,-26598.812829648574,-27532.100518402665
2,tabu,bde,852.0,12.0,3.0,0.7337962962962963,0.9019607843137255,0.7142857142857143,0.9629629629629629,-25365.615738552806,-42699.52367743898
3,tabu,bic,813.0,15.0,27.0,0.5638888888888889,0.7401960784313725,0.5454545454545454,0.9537037037037037,-26598.812829648574,-27532.100518402665
