,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,753.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
1,rsmax2,fast.iamb,mi,0.01,hc,bic,753.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,773.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,773.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
4,rsmax2,fast.iamb,mi,0.05,hc,bde,753.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
5,rsmax2,fast.iamb,mi,0.05,hc,bic,753.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,773.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,773.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
8,rsmax2,fast.iamb,mi,0.1,hc,bde,726.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
9,rsmax2,fast.iamb,mi,0.1,hc,bic,726.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,746.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,746.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
12,rsmax2,fast.iamb,x2,0.01,hc,bde,735.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
13,rsmax2,fast.iamb,x2,0.01,hc,bic,735.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
14,rsmax2,fast.iamb,x2,0.01,tabu,bde,755.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
15,rsmax2,fast.iamb,x2,0.01,tabu,bic,755.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
16,rsmax2,fast.iamb,x2,0.05,hc,bde,735.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
17,rsmax2,fast.iamb,x2,0.05,hc,bic,735.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
18,rsmax2,fast.iamb,x2,0.05,tabu,bde,755.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
19,rsmax2,fast.iamb,x2,0.05,tabu,bic,755.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
20,rsmax2,fast.iamb,x2,0.1,hc,bde,704.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
21,rsmax2,fast.iamb,x2,0.1,hc,bic,704.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
22,rsmax2,fast.iamb,x2,0.1,tabu,bde,724.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
23,rsmax2,fast.iamb,x2,0.1,tabu,bic,724.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
24,rsmax2,gs,mi,0.01,hc,bde,525.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
25,rsmax2,gs,mi,0.01,hc,bic,525.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
26,rsmax2,gs,mi,0.01,tabu,bde,545.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
27,rsmax2,gs,mi,0.01,tabu,bic,545.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
28,rsmax2,gs,mi,0.05,hc,bde,525.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
29,rsmax2,gs,mi,0.05,hc,bic,525.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
30,rsmax2,gs,mi,0.05,tabu,bde,545.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
31,rsmax2,gs,mi,0.05,tabu,bic,545.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-31286.353352292183,-31582.050736457346
32,rsmax2,gs,mi,0.1,hc,bde,514.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-33259.7323074209,-33488.19684317892
33,rsmax2,gs,mi,0.1,hc,bic,514.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-33259.7323074209,-33488.19684317892
34,rsmax2,gs,mi,0.1,tabu,bde,534.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-33259.7323074209,-33488.19684317892
