,Algorithm,Duration,SHD,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,<cdt.causality.graph.GES.GES object at 0x000001DB204C80D0>,0.9281258583068848,6.0,0.5989583333333334,0.7988505747126435,0.5714285714285715,0.90625,-695.4914512034768,-1093.24835801995
