,Algorithm,Duration,SHD,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,<cdt.causality.graph.GES.GES object at 0x000002328AB680D0>,0.9077515602111816,4.0,0.7369791666666667,0.8908045977011495,0.7142857142857143,0.9375,-553.8886468493492,-889.983061433531
