,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,576.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
1,rsmax2,fast.iamb,mi,0.01,hc,bic,576.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,596.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,596.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
4,rsmax2,fast.iamb,mi,0.05,hc,bde,577.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
5,rsmax2,fast.iamb,mi,0.05,hc,bic,577.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,597.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,597.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
8,rsmax2,fast.iamb,mi,0.1,hc,bde,582.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
9,rsmax2,fast.iamb,mi,0.1,hc,bic,582.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,602.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,602.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
12,rsmax2,fast.iamb,x2,0.01,hc,bde,576.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
13,rsmax2,fast.iamb,x2,0.01,hc,bic,576.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
14,rsmax2,fast.iamb,x2,0.01,tabu,bde,596.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
15,rsmax2,fast.iamb,x2,0.01,tabu,bic,596.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
16,rsmax2,fast.iamb,x2,0.05,hc,bde,577.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
17,rsmax2,fast.iamb,x2,0.05,hc,bic,577.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
18,rsmax2,fast.iamb,x2,0.05,tabu,bde,597.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
