,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,396.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
1,h2pc,mi,0.01,bic,396.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
2,h2pc,mi,0.05,bde,398.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
3,h2pc,mi,0.05,bic,398.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
4,h2pc,mi,0.1,bde,418.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
5,h2pc,mi,0.1,bic,418.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
6,h2pc,x2,0.01,bde,396.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
7,h2pc,x2,0.01,bic,396.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
8,h2pc,x2,0.05,bde,398.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
9,h2pc,x2,0.05,bic,398.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
10,h2pc,x2,0.1,bde,418.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
11,h2pc,x2,0.1,bic,418.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
12,mmhc,mi,0.01,bde,568.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
13,mmhc,mi,0.01,bic,568.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
14,mmhc,mi,0.05,bde,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
15,mmhc,mi,0.05,bic,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
16,mmhc,mi,0.1,bde,612.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
17,mmhc,mi,0.1,bic,612.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
18,mmhc,x2,0.01,bde,568.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
19,mmhc,x2,0.01,bic,568.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
20,mmhc,x2,0.05,bde,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
21,mmhc,x2,0.05,bic,572.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
22,mmhc,x2,0.1,bde,612.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
23,mmhc,x2,0.1,bic,612.0,4.0,8.0,0.8411458333333333,0.8333333333333333,0.8,0.984375,-67475.91414641477,-67778.0038015669
