,Algorithm,Test,Sig. level,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,fast.iamb,mi,0.01,340.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
1,fast.iamb,mi,0.05,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
2,fast.iamb,mi,0.1,324.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
3,fast.iamb,x2,0.01,372.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2144.640675187821,-2432.025610239526
4,fast.iamb,x2,0.05,324.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2144.640675187821,-2432.025610239526
5,fast.iamb,x2,0.1,324.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2144.640675187821,-2432.025610239526
6,iamb.fdr,mi,0.01,680.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
7,iamb.fdr,mi,0.05,697.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
8,iamb.fdr,mi,0.1,697.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
9,iamb.fdr,x2,0.01,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
10,iamb.fdr,x2,0.05,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
11,iamb.fdr,x2,0.1,714.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
12,gs,mi,0.01,477.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2203.8151412023817,-2503.553047984645
13,gs,mi,0.05,473.0,20.0,51.0,0.3994708994708994,0.65359477124183,0.375,0.9382716049382716,-2328.5916277447195,-2569.371382555336
14,gs,mi,0.1,470.0,22.0,46.0,0.2993827160493827,0.5980392156862746,0.26666666666666666,0.9320987654320988,-3164.1954726681224,-3298.4595268693574
15,gs,x2,0.01,472.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
16,gs,x2,0.05,496.0,18.0,56.0,0.4614197530864198,0.6830065359477124,0.43750000000000006,0.9444444444444444,-2203.8151412023817,-2503.553047984645
17,gs,x2,0.1,478.0,18.0,51.0,0.43518518518518523,0.6568627450980391,0.4,0.9444444444444444,-2281.940909988298,-2539.022658950539
18,iamb,mi,0.01,674.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
19,iamb,mi,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
20,iamb,mi,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
21,iamb,x2,0.01,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
22,iamb,x2,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
23,iamb,x2,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
24,inter.iamb,mi,0.01,674.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
25,inter.iamb,mi,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
26,inter.iamb,mi,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
27,inter.iamb,x2,0.01,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
28,inter.iamb,x2,0.05,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
29,inter.iamb,x2,0.1,690.0,18.0,66.0,0.5138888888888888,0.7352941176470588,0.5,0.9444444444444444,-1959.811794874254,-2332.2019739132265
