,Algorithm,Restrict,Test,Sig. level,Maximize,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,rsmax2,fast.iamb,mi,0.01,hc,bde,374.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
1,rsmax2,fast.iamb,mi,0.01,hc,bic,374.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
2,rsmax2,fast.iamb,mi,0.01,tabu,bde,394.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
3,rsmax2,fast.iamb,mi,0.01,tabu,bic,394.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
4,rsmax2,fast.iamb,mi,0.05,hc,bde,358.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
5,rsmax2,fast.iamb,mi,0.05,hc,bic,358.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
6,rsmax2,fast.iamb,mi,0.05,tabu,bde,378.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
7,rsmax2,fast.iamb,mi,0.05,tabu,bic,378.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
8,rsmax2,fast.iamb,mi,0.1,hc,bde,358.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
9,rsmax2,fast.iamb,mi,0.1,hc,bic,358.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
10,rsmax2,fast.iamb,mi,0.1,tabu,bde,378.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
11,rsmax2,fast.iamb,mi,0.1,tabu,bic,378.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
12,rsmax2,fast.iamb,x2,0.01,hc,bde,370.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
13,rsmax2,fast.iamb,x2,0.01,hc,bic,370.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
14,rsmax2,fast.iamb,x2,0.01,tabu,bde,390.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
15,rsmax2,fast.iamb,x2,0.01,tabu,bic,390.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
16,rsmax2,fast.iamb,x2,0.05,hc,bde,370.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
17,rsmax2,fast.iamb,x2,0.05,hc,bic,370.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
18,rsmax2,fast.iamb,x2,0.05,tabu,bde,390.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
19,rsmax2,fast.iamb,x2,0.05,tabu,bic,390.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
20,rsmax2,fast.iamb,x2,0.1,hc,bde,370.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
21,rsmax2,fast.iamb,x2,0.1,hc,bic,370.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
22,rsmax2,fast.iamb,x2,0.1,tabu,bde,390.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
23,rsmax2,fast.iamb,x2,0.1,tabu,bic,390.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
24,rsmax2,gs,mi,0.01,hc,bde,488.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
25,rsmax2,gs,mi,0.01,hc,bic,488.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
26,rsmax2,gs,mi,0.01,tabu,bde,508.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
27,rsmax2,gs,mi,0.01,tabu,bic,508.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
28,rsmax2,gs,mi,0.05,hc,bde,497.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
29,rsmax2,gs,mi,0.05,hc,bic,497.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
30,rsmax2,gs,mi,0.05,tabu,bde,517.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
31,rsmax2,gs,mi,0.05,tabu,bic,517.0,12.0,24.0,0.6851851851851852,0.6666666666666666,0.5,0.9629629629629629,-3496.989236756484,-3618.435132491477
32,rsmax2,gs,mi,0.1,hc,bde,473.0,13.0,25.0,0.6589506172839507,0.6388888888888888,0.4347826086956522,0.9598765432098766,-3626.3876783384685,-3726.581638605929
33,rsmax2,gs,mi,0.1,hc,bic,473.0,13.0,25.0,0.6589506172839507,0.6388888888888888,0.4347826086956522,0.9598765432098766,-3626.3876783384685,-3726.581638605929
34,rsmax2,gs,mi,0.1,tabu,bde,493.0,13.0,25.0,0.6589506172839507,0.6388888888888888,0.4347826086956522,0.9598765432098766,-3626.3876783384685,-3726.581638605929
35,rsmax2,gs,mi,0.1,tabu,bic,493.0,13.0,25.0,0.6589506172839507,0.6388888888888888,0.4347826086956522,0.9598765432098766,-3626.3876783384685,-3726.581638605929
36,rsmax2,gs,x2,0.01,hc,bde,488.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
37,rsmax2,gs,x2,0.01,hc,bic,488.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
38,rsmax2,gs,x2,0.01,tabu,bde,508.0,11.0,23.0,0.7114197530864198,0.6944444444444444,0.56,0.9660493827160493,-3440.458517269715,-3583.2335217297104
